avaliacao_id;funcionario_id;ciclo;data_avaliacao;nota_desempenho;engajamento_score;recomendado_promocao
556;327;2024-S2;2024-12-10;4.7;66;f
557;328;2024-S1;2024-06-15;4.3;76;f
558;328;2024-S2;2024-12-10;4.3;67;f
559;329;2024-S1;2024-06-15;3.6;66;f
560;329;2024-S2;2024-12-10;2.6;68;f
561;330;2024-S1;2024-06-15;5.0;61;f
562;330;2024-S2;2024-12-10;3.8;88;f
563;331;2024-S1;2024-06-15;4.0;70;f
564;331;2024-S2;2024-12-10;3.2;92;f
565;332;2024-S1;2024-06-15;4.3;91;f
566;332;2024-S2;2024-12-10;4.4;52;f
567;333;2024-S1;2024-06-15;3.5;76;f
568;333;2024-S2;2024-12-10;3.2;63;f
569;334;2024-S2;2024-12-10;4.1;80;f
570;335;2024-S1;2024-06-15;4.7;61;f
571;335;2024-S2;2024-12-10;3.2;100;f
572;336;2024-S1;2024-06-15;3.6;45;f
573;336;2024-S2;2024-12-10;3.9;56;f
574;337;2024-S1;2024-06-15;3.5;52;f
575;337;2024-S2;2024-12-10;4.3;77;f
576;339;2024-S1;2024-06-15;3.0;74;f
577;339;2024-S2;2024-12-10;4.1;69;f
578;340;2024-S1;2024-06-15;4.6;86;t
579;340;2024-S2;2024-12-10;3.6;62;f
580;342;2024-S1;2024-06-15;2.9;62;f
581;342;2024-S2;2024-12-10;3.4;55;f
582;343;2024-S1;2024-06-15;4.0;74;f
583;343;2024-S2;2024-12-10;4.2;82;f
584;344;2024-S1;2024-06-15;3.3;67;f
585;344;2024-S2;2024-12-10;3.3;49;f
586;345;2024-S1;2024-06-15;3.9;74;f
587;345;2024-S2;2024-12-10;3.4;83;f
588;346;2024-S1;2024-06-15;3.5;89;f
589;346;2024-S2;2024-12-10;3.6;53;f
590;347;2024-S1;2024-06-15;4.5;77;f
591;347;2024-S2;2024-12-10;3.2;66;f
592;348;2024-S1;2024-06-15;3.2;85;f
593;348;2024-S2;2024-12-10;2.6;75;f
594;349;2024-S2;2024-12-10;2.8;45;f
595;350;2024-S1;2024-06-15;3.9;55;f
596;350;2024-S2;2024-12-10;4.1;85;f
597;351;2024-S1;2024-06-15;3.5;78;f
598;351;2024-S2;2024-12-10;4.5;58;f
599;352;2024-S1;2024-06-15;4.2;61;f
600;352;2024-S2;2024-12-10;3.7;63;f
601;353;2024-S1;2024-06-15;3.4;66;f
602;353;2024-S2;2024-12-10;3.4;70;f
603;354;2024-S1;2024-06-15;4.3;52;f
604;354;2024-S2;2024-12-10;3.9;56;f
605;357;2024-S1;2024-06-15;3.1;46;f
606;358;2024-S1;2024-06-15;4.3;68;f
607;358;2024-S2;2024-12-10;3.2;73;f
608;359;2024-S1;2024-06-15;3.5;87;f
609;359;2024-S2;2024-12-10;3.1;70;f
610;360;2024-S1;2024-06-15;4.2;57;f
611;360;2024-S2;2024-12-10;3.4;54;f
612;361;2024-S1;2024-06-15;2.1;23;f
613;362;2024-S1;2024-06-15;3.1;53;f
614;362;2024-S2;2024-12-10;3.3;85;f
615;363;2024-S1;2024-06-15;3.9;90;f
616;363;2024-S2;2024-12-10;3.5;59;f
617;365;2024-S1;2024-06-15;3.6;63;f
618;365;2024-S2;2024-12-10;3.9;50;f
619;366;2024-S1;2024-06-15;3.7;93;f
620;366;2024-S2;2024-12-10;3.2;65;f
621;367;2024-S1;2024-06-15;2.8;87;f
622;367;2024-S2;2024-12-10;3.6;64;f
623;368;2024-S1;2024-06-15;3.7;71;f
624;368;2024-S2;2024-12-10;3.3;52;f
625;369;2024-S1;2024-06-15;3.8;72;f
626;369;2024-S2;2024-12-10;3.5;67;f
627;370;2024-S1;2024-06-15;4.3;76;f
628;370;2024-S2;2024-12-10;3.0;90;f
629;371;2024-S1;2024-06-15;4.1;80;f
630;371;2024-S2;2024-12-10;3.3;83;f
631;372;2024-S1;2024-06-15;3.8;55;f
632;372;2024-S2;2024-12-10;3.9;85;f
633;373;2024-S1;2024-06-15;2.9;19;f
634;375;2024-S1;2024-06-15;3.9;66;f
635;375;2024-S2;2024-12-10;2.7;81;f
636;376;2024-S1;2024-06-15;4.1;71;f
637;376;2024-S2;2024-12-10;3.1;91;f
638;377;2024-S1;2024-06-15;4.0;80;f
639;377;2024-S2;2024-12-10;4.2;88;f
640;379;2024-S1;2024-06-15;3.9;56;f
641;379;2024-S2;2024-12-10;3.3;64;f
642;380;2024-S1;2024-06-15;4.4;75;f
643;380;2024-S2;2024-12-10;3.3;69;f
644;381;2024-S1;2024-06-15;4.4;80;f
645;381;2024-S2;2024-12-10;4.3;56;f
646;382;2024-S1;2024-06-15;3.6;63;f
647;382;2024-S2;2024-12-10;4.5;70;f
648;384;2024-S1;2024-06-15;3.4;43;f
649;384;2024-S2;2024-12-10;4.5;92;t
650;385;2024-S2;2024-12-10;4.4;55;f
651;386;2024-S1;2024-06-15;3.6;75;f
652;386;2024-S2;2024-12-10;4.4;55;f
653;387;2024-S1;2024-06-15;4.1;81;f
654;387;2024-S2;2024-12-10;3.5;100;f
655;388;2024-S1;2024-06-15;3.2;77;f
656;388;2024-S2;2024-12-10;3.8;77;f
657;389;2024-S1;2024-06-15;4.3;53;f
658;389;2024-S2;2024-12-10;3.8;99;f
659;390;2024-S2;2024-12-10;4.1;62;f
660;391;2024-S1;2024-06-15;3.3;79;f
661;391;2024-S2;2024-12-10;3.4;70;f
662;392;2024-S1;2024-06-15;3.3;100;f
663;392;2024-S2;2024-12-10;3.9;72;f
664;393;2024-S1;2024-06-15;2.8;60;f
665;393;2024-S2;2024-12-10;3.7;71;f
666;394;2024-S1;2024-06-15;4.6;73;f
667;394;2024-S2;2024-12-10;4.3;74;f
668;395;2024-S1;2024-06-15;4.2;48;f
669;395;2024-S2;2024-12-10;3.0;84;f
670;396;2024-S1;2024-06-15;4.5;48;f
671;397;2024-S2;2024-12-10;3.7;51;f
672;398;2024-S2;2024-12-10;3.3;45;f
673;399;2024-S1;2024-06-15;3.6;69;f
674;399;2024-S2;2024-12-10;3.6;67;f
675;400;2024-S1;2024-06-15;4.0;96;f
676;400;2024-S2;2024-12-10;3.0;60;f
677;401;2024-S1;2024-06-15;3.8;68;f
678;401;2024-S2;2024-12-10;3.5;53;f
679;402;2024-S1;2024-06-15;3.4;65;f
680;402;2024-S2;2024-12-10;3.8;59;f
681;403;2024-S1;2024-06-15;4.2;54;f
682;403;2024-S2;2024-12-10;4.6;60;f
683;404;2024-S1;2024-06-15;4.5;61;f
684;404;2024-S2;2024-12-10;4.2;66;f
685;405;2024-S1;2024-06-15;2.6;53;f
686;406;2024-S1;2024-06-15;3.5;45;f
687;406;2024-S2;2024-12-10;3.4;64;f
688;407;2024-S1;2024-06-15;4.7;71;f
689;407;2024-S2;2024-12-10;3.8;70;f
690;408;2024-S1;2024-06-15;3.8;54;f
691;408;2024-S2;2024-12-10;3.3;81;f
692;409;2024-S1;2024-06-15;3.6;70;f
693;409;2024-S2;2024-12-10;3.7;81;f
694;410;2024-S1;2024-06-15;3.3;73;f
695;410;2024-S2;2024-12-10;2.5;49;f
696;411;2024-S2;2024-12-10;3.6;56;f
697;412;2024-S1;2024-06-15;4.2;57;f
698;412;2024-S2;2024-12-10;3.6;83;f
699;413;2024-S1;2024-06-15;4.0;64;f
700;413;2024-S2;2024-12-10;3.5;78;f
701;414;2024-S1;2024-06-15;4.1;92;f
702;414;2024-S2;2024-12-10;4.1;81;f
703;415;2024-S1;2024-06-15;3.9;73;f
704;416;2024-S1;2024-06-15;3.5;78;f
705;416;2024-S2;2024-12-10;3.6;81;f
706;417;2024-S1;2024-06-15;4.1;78;f
707;417;2024-S2;2024-12-10;3.4;70;f
708;418;2024-S1;2024-06-15;4.3;48;f
709;418;2024-S2;2024-12-10;3.8;82;f
710;419;2024-S1;2024-06-15;3.9;100;f
711;420;2024-S1;2024-06-15;2.8;55;f
712;420;2024-S2;2024-12-10;3.8;85;f
713;421;2024-S1;2024-06-15;3.7;90;f
714;421;2024-S2;2024-12-10;3.4;68;f
715;422;2024-S1;2024-06-15;4.1;67;f
716;422;2024-S2;2024-12-10;4.2;81;f
717;423;2024-S1;2024-06-15;3.5;76;f
718;423;2024-S2;2024-12-10;3.4;59;f
719;424;2024-S1;2024-06-15;3.5;69;f
720;424;2024-S2;2024-12-10;3.8;70;f
721;425;2024-S1;2024-06-15;2.7;85;f
722;425;2024-S2;2024-12-10;2.8;74;f
723;426;2024-S1;2024-06-15;3.3;74;f
724;426;2024-S2;2024-12-10;3.6;76;f
725;427;2024-S1;2024-06-15;4.0;86;f
726;427;2024-S2;2024-12-10;4.1;72;f
727;428;2024-S2;2024-12-10;4.2;64;f
728;429;2024-S1;2024-06-15;4.6;63;f
729;429;2024-S2;2024-12-10;3.4;46;f
730;430;2024-S1;2024-06-15;2.2;41;f
731;431;2024-S1;2024-06-15;3.6;95;f
732;431;2024-S2;2024-12-10;4.0;85;f
733;432;2024-S1;2024-06-15;3.7;62;f
734;432;2024-S2;2024-12-10;4.9;70;f
735;433;2024-S1;2024-06-15;4.1;58;f
736;433;2024-S2;2024-12-10;3.1;92;f
737;434;2024-S1;2024-06-15;3.9;68;f
738;434;2024-S2;2024-12-10;3.6;57;f
739;435;2024-S1;2024-06-15;3.4;77;f
740;435;2024-S2;2024-12-10;3.7;82;f
741;438;2024-S1;2024-06-15;2.2;74;f
742;438;2024-S2;2024-12-10;4.1;41;f
743;439;2024-S1;2024-06-15;3.1;51;f
744;439;2024-S2;2024-12-10;4.4;73;f
745;440;2024-S1;2024-06-15;3.8;87;f
746;440;2024-S2;2024-12-10;3.6;62;f
747;442;2024-S1;2024-06-15;3.8;78;f
748;442;2024-S2;2024-12-10;3.1;93;f
749;443;2024-S1;2024-06-15;2.7;76;f
750;443;2024-S2;2024-12-10;4.6;73;f
751;444;2024-S1;2024-06-15;2.6;92;f
752;444;2024-S2;2024-12-10;3.4;82;f
753;445;2024-S1;2024-06-15;3.9;71;f
754;445;2024-S2;2024-12-10;2.6;77;f
755;446;2024-S1;2024-06-15;4.1;49;f
756;447;2024-S1;2024-06-15;3.5;39;f
757;448;2024-S1;2024-06-15;4.7;81;f
758;448;2024-S2;2024-12-10;4.6;85;f
759;449;2024-S1;2024-06-15;3.2;63;f
760;449;2024-S2;2024-12-10;4.6;59;f
761;450;2024-S2;2024-12-10;3.7;62;f
762;451;2024-S1;2024-06-15;4.1;37;f
763;451;2024-S2;2024-12-10;4.1;88;f
764;452;2024-S1;2024-06-15;4.1;60;f
765;452;2024-S2;2024-12-10;1.8;62;f
766;453;2024-S1;2024-06-15;4.1;71;f
767;453;2024-S2;2024-12-10;4.2;68;f
768;454;2024-S1;2024-06-15;3.6;94;f
769;454;2024-S2;2024-12-10;3.3;81;f
770;455;2024-S1;2024-06-15;4.1;100;f
771;455;2024-S2;2024-12-10;4.6;79;f
772;456;2024-S1;2024-06-15;4.1;89;f
773;456;2024-S2;2024-12-10;3.3;96;f
774;458;2024-S1;2024-06-15;3.7;81;f
775;458;2024-S2;2024-12-10;3.9;61;f
776;459;2024-S1;2024-06-15;3.5;60;f
777;459;2024-S2;2024-12-10;3.8;50;f
778;460;2024-S1;2024-06-15;3.2;65;f
779;460;2024-S2;2024-12-10;3.6;92;f
780;462;2024-S1;2024-06-15;4.2;70;f
781;462;2024-S2;2024-12-10;4.7;76;f
782;463;2024-S1;2024-06-15;4.1;45;f
783;463;2024-S2;2024-12-10;3.2;86;f
784;464;2024-S1;2024-06-15;4.1;97;f
785;464;2024-S2;2024-12-10;4.6;64;f
786;465;2024-S1;2024-06-15;4.3;58;f
787;465;2024-S2;2024-12-10;2.8;76;f
788;467;2024-S1;2024-06-15;4.1;76;f
789;467;2024-S2;2024-12-10;4.2;63;f
790;468;2024-S1;2024-06-15;4.3;64;f
791;468;2024-S2;2024-12-10;5.0;83;f
792;470;2024-S1;2024-06-15;3.6;64;f
793;470;2024-S2;2024-12-10;3.1;96;f
794;471;2024-S1;2024-06-15;3.7;68;f
795;471;2024-S2;2024-12-10;3.6;71;f
796;472;2024-S1;2024-06-15;3.4;63;f
797;472;2024-S2;2024-12-10;2.9;72;f
798;473;2024-S1;2024-06-15;4.4;61;f
799;473;2024-S2;2024-12-10;4.0;80;f
800;474;2024-S1;2024-06-15;3.9;98;f
801;474;2024-S2;2024-12-10;4.0;72;f
802;475;2024-S1;2024-06-15;3.9;83;f
803;475;2024-S2;2024-12-10;4.7;68;f
804;476;2024-S1;2024-06-15;3.8;100;f
805;476;2024-S2;2024-12-10;3.7;70;f
806;477;2024-S1;2024-06-15;3.2;73;f
807;477;2024-S2;2024-12-10;3.7;77;f
808;478;2024-S1;2024-06-15;3.8;44;f
809;478;2024-S2;2024-12-10;3.0;69;f
810;479;2024-S1;2024-06-15;3.5;57;f
811;479;2024-S2;2024-12-10;2.7;94;f
812;480;2024-S1;2024-06-15;4.6;82;f
813;480;2024-S2;2024-12-10;4.6;61;f
814;481;2024-S1;2024-06-15;3.7;55;f
815;481;2024-S2;2024-12-10;3.7;70;f
816;482;2024-S1;2024-06-15;4.6;79;f
817;482;2024-S2;2024-12-10;3.7;71;f
818;483;2024-S1;2024-06-15;3.4;68;f
819;483;2024-S2;2024-12-10;3.7;99;f
820;484;2024-S1;2024-06-15;3.9;57;f
821;484;2024-S2;2024-12-10;5.0;86;f
822;485;2024-S1;2024-06-15;3.5;88;f
823;485;2024-S2;2024-12-10;3.9;83;f
824;486;2024-S1;2024-06-15;3.8;84;f
825;486;2024-S2;2024-12-10;3.9;52;f
826;487;2024-S1;2024-06-15;3.5;68;f
827;487;2024-S2;2024-12-10;3.9;74;f
828;488;2024-S1;2024-06-15;3.3;50;f
829;489;2024-S1;2024-06-15;4.0;57;f
830;489;2024-S2;2024-12-10;3.8;68;f
831;490;2024-S1;2024-06-15;2.6;53;f
832;491;2024-S1;2024-06-15;4.1;81;f
833;491;2024-S2;2024-12-10;3.4;64;f
834;492;2024-S2;2024-12-10;3.1;85;f
835;493;2024-S1;2024-06-15;3.3;64;f
836;494;2024-S1;2024-06-15;4.3;85;f
837;494;2024-S2;2024-12-10;3.6;72;f
838;495;2024-S2;2024-12-10;4.0;66;f
839;496;2024-S1;2024-06-15;3.6;69;f
840;496;2024-S2;2024-12-10;4.1;91;f
841;497;2024-S1;2024-06-15;4.3;86;f
842;497;2024-S2;2024-12-10;3.1;90;f
843;498;2024-S1;2024-06-15;3.3;47;f
844;499;2024-S1;2024-06-15;3.2;70;f
845;499;2024-S2;2024-12-10;2.6;81;f
846;500;2024-S1;2024-06-15;4.2;66;f
847;500;2024-S2;2024-12-10;3.1;84;f
848;501;2024-S1;2024-06-15;3.2;49;f
849;501;2024-S2;2024-12-10;3.7;72;f
850;502;2024-S1;2024-06-15;3.9;82;f
851;502;2024-S2;2024-12-10;4.2;54;f
852;503;2024-S1;2024-06-15;2.6;78;f
853;503;2024-S2;2024-12-10;3.7;65;f
854;504;2024-S1;2024-06-15;3.6;60;f
855;504;2024-S2;2024-12-10;4.6;43;f
856;505;2024-S1;2024-06-15;3.9;54;f
857;505;2024-S2;2024-12-10;3.3;65;f
858;506;2024-S1;2024-06-15;3.2;68;f
859;506;2024-S2;2024-12-10;2.3;50;f
860;507;2024-S1;2024-06-15;2.7;54;f
861;507;2024-S2;2024-12-10;3.3;71;f
862;508;2024-S1;2024-06-15;3.3;59;f
863;508;2024-S2;2024-12-10;3.4;62;f
864;509;2024-S1;2024-06-15;3.5;67;f
865;509;2024-S2;2024-12-10;3.3;49;f
866;510;2024-S1;2024-06-15;3.7;83;f
867;511;2024-S1;2024-06-15;3.1;70;f
868;511;2024-S2;2024-12-10;3.5;80;f
869;512;2024-S1;2024-06-15;3.2;68;f
870;512;2024-S2;2024-12-10;3.6;75;f
871;513;2024-S1;2024-06-15;3.1;76;f
872;513;2024-S2;2024-12-10;3.4;79;f
873;514;2024-S1;2024-06-15;3.5;89;f
874;514;2024-S2;2024-12-10;2.8;79;f
875;515;2024-S1;2024-06-15;3.9;78;f
876;515;2024-S2;2024-12-10;4.3;46;f
877;516;2024-S1;2024-06-15;4.9;79;f
878;516;2024-S2;2024-12-10;4.8;98;f
879;517;2024-S1;2024-06-15;3.6;83;f
880;517;2024-S2;2024-12-10;4.2;73;f
881;518;2024-S1;2024-06-15;2.4;50;f
882;518;2024-S2;2024-12-10;4.0;76;f
883;519;2024-S1;2024-06-15;3.4;75;f
884;519;2024-S2;2024-12-10;2.9;69;f
885;520;2024-S1;2024-06-15;3.5;44;f
886;520;2024-S2;2024-12-10;3.7;50;f
887;522;2024-S1;2024-06-15;4.2;76;f
888;522;2024-S2;2024-12-10;3.3;57;f
889;523;2024-S1;2024-06-15;2.9;65;f
890;523;2024-S2;2024-12-10;4.1;67;f
891;524;2024-S1;2024-06-15;3.6;56;f
892;524;2024-S2;2024-12-10;3.4;68;f
893;525;2024-S2;2024-12-10;3.8;69;f
894;526;2024-S1;2024-06-15;3.9;81;f
895;526;2024-S2;2024-12-10;4.5;75;f
896;527;2024-S1;2024-06-15;3.9;64;f
897;528;2024-S1;2024-06-15;4.5;65;f
898;528;2024-S2;2024-12-10;4.0;65;f
899;529;2024-S1;2024-06-15;3.6;72;f
900;529;2024-S2;2024-12-10;2.6;74;f
901;530;2024-S1;2024-06-15;3.7;62;f
902;530;2024-S2;2024-12-10;3.1;63;f
903;531;2024-S1;2024-06-15;3.1;64;f
904;531;2024-S2;2024-12-10;3.3;67;f
905;532;2024-S1;2024-06-15;4.1;59;f
906;532;2024-S2;2024-12-10;3.4;73;f
907;534;2024-S1;2024-06-15;3.2;82;f
908;534;2024-S2;2024-12-10;3.2;73;f
909;535;2024-S1;2024-06-15;4.3;58;f
910;535;2024-S2;2024-12-10;3.3;65;f
911;536;2024-S1;2024-06-15;3.7;70;f
912;536;2024-S2;2024-12-10;3.7;79;f
913;537;2024-S1;2024-06-15;3.6;51;f
914;537;2024-S2;2024-12-10;4.4;78;f
915;538;2024-S1;2024-06-15;3.0;69;f
916;538;2024-S2;2024-12-10;4.1;59;f
917;539;2024-S1;2024-06-15;4.2;58;f
918;539;2024-S2;2024-12-10;3.9;36;f
919;540;2024-S1;2024-06-15;4.2;45;f
920;540;2024-S2;2024-12-10;4.4;55;f
921;541;2024-S1;2024-06-15;4.7;73;f
922;541;2024-S2;2024-12-10;4.3;69;f
923;542;2024-S1;2024-06-15;2.9;58;f
924;542;2024-S2;2024-12-10;4.0;100;f
925;543;2024-S1;2024-06-15;4.5;73;f
926;543;2024-S2;2024-12-10;4.2;75;f
927;544;2024-S1;2024-06-15;3.6;72;f
928;544;2024-S2;2024-12-10;3.4;72;f
929;545;2024-S1;2024-06-15;3.9;71;f
930;545;2024-S2;2024-12-10;3.4;64;f
931;546;2024-S1;2024-06-15;3.5;73;f
932;546;2024-S2;2024-12-10;3.4;79;f
933;547;2024-S1;2024-06-15;2.8;74;f
934;547;2024-S2;2024-12-10;4.2;96;f
935;548;2024-S1;2024-06-15;3.7;81;f
936;548;2024-S2;2024-12-10;3.8;86;f
937;549;2024-S1;2024-06-15;3.6;78;f
938;549;2024-S2;2024-12-10;2.5;85;f
939;550;2024-S1;2024-06-15;3.8;62;f
940;550;2024-S2;2024-12-10;3.8;91;f
941;551;2024-S1;2024-06-15;3.2;59;f
942;551;2024-S2;2024-12-10;2.8;59;f
943;552;2024-S1;2024-06-15;3.2;69;f
944;552;2024-S2;2024-12-10;3.7;52;f
945;553;2024-S1;2024-06-15;3.9;75;f
946;553;2024-S2;2024-12-10;3.8;59;f
947;554;2024-S1;2024-06-15;4.8;80;t
948;554;2024-S2;2024-12-10;4.2;40;f
949;555;2024-S1;2024-06-15;3.6;81;f
950;555;2024-S2;2024-12-10;3.9;95;f
951;556;2024-S1;2024-06-15;4.0;51;f
952;556;2024-S2;2024-12-10;4.1;55;f
953;557;2024-S1;2024-06-15;3.4;87;f
954;557;2024-S2;2024-12-10;4.2;72;f
955;558;2024-S1;2024-06-15;3.3;69;f
956;558;2024-S2;2024-12-10;3.6;64;f
957;559;2024-S1;2024-06-15;4.3;66;f
958;559;2024-S2;2024-12-10;3.6;68;f
959;560;2024-S2;2024-12-10;4.1;75;f
960;561;2024-S1;2024-06-15;3.8;58;f
961;561;2024-S2;2024-12-10;3.8;82;f
962;562;2024-S1;2024-06-15;3.5;74;f
963;562;2024-S2;2024-12-10;4.2;60;f
964;563;2024-S2;2024-12-10;3.3;70;f
965;564;2024-S1;2024-06-15;4.1;30;f
966;565;2024-S1;2024-06-15;3.6;62;f
967;565;2024-S2;2024-12-10;3.9;70;f
968;566;2024-S1;2024-06-15;4.3;81;f
969;566;2024-S2;2024-12-10;3.6;57;f
970;567;2024-S2;2024-12-10;3.9;67;f
971;568;2024-S1;2024-06-15;3.6;55;f
972;568;2024-S2;2024-12-10;3.8;64;f
973;569;2024-S1;2024-06-15;3.5;21;f
974;569;2024-S2;2024-12-10;3.7;58;f
975;570;2024-S1;2024-06-15;4.0;72;f
976;570;2024-S2;2024-12-10;2.9;70;f
977;571;2024-S1;2024-06-15;3.8;100;f
978;571;2024-S2;2024-12-10;4.0;53;f
979;572;2024-S1;2024-06-15;4.8;68;f
980;572;2024-S2;2024-12-10;3.5;99;f
981;573;2024-S1;2024-06-15;3.4;69;f
982;574;2024-S1;2024-06-15;2.8;71;f
983;574;2024-S2;2024-12-10;3.6;66;f
984;575;2024-S1;2024-06-15;3.8;60;f
985;575;2024-S2;2024-12-10;4.5;72;f
986;576;2024-S1;2024-06-15;3.3;52;f
987;576;2024-S2;2024-12-10;3.7;84;f
988;577;2024-S1;2024-06-15;3.9;99;f
989;577;2024-S2;2024-12-10;4.8;54;f
990;578;2024-S1;2024-06-15;2.9;61;f
991;578;2024-S2;2024-12-10;4.1;77;f
992;579;2024-S1;2024-06-15;4.3;57;f
993;579;2024-S2;2024-12-10;2.7;63;f
994;580;2024-S1;2024-06-15;4.0;74;f
995;580;2024-S2;2024-12-10;4.4;62;f
996;581;2024-S1;2024-06-15;4.2;63;f
997;582;2024-S2;2024-12-10;4.1;82;f
998;583;2024-S2;2024-12-10;4.6;53;f
999;584;2024-S1;2024-06-15;4.5;78;f
1000;584;2024-S2;2024-12-10;3.7;70;f
1001;585;2024-S1;2024-06-15;3.7;72;f
1002;585;2024-S2;2024-12-10;2.8;75;f
1003;586;2024-S1;2024-06-15;3.8;62;f
1004;586;2024-S2;2024-12-10;3.7;87;f
1005;587;2024-S1;2024-06-15;3.4;56;f
1006;587;2024-S2;2024-12-10;3.3;42;f
1007;588;2024-S1;2024-06-15;4.7;60;f
1008;588;2024-S2;2024-12-10;4.4;54;f
1009;589;2024-S1;2024-06-15;3.4;72;f
1010;589;2024-S2;2024-12-10;4.1;71;f
1011;590;2024-S1;2024-06-15;2.9;71;f
1012;590;2024-S2;2024-12-10;4.4;76;f
1013;591;2024-S1;2024-06-15;4.9;74;f
1014;591;2024-S2;2024-12-10;4.3;79;f
1015;592;2024-S1;2024-06-15;3.4;71;f
1016;592;2024-S2;2024-12-10;4.3;67;f
1017;593;2024-S1;2024-06-15;3.9;63;f
1018;593;2024-S2;2024-12-10;4.2;73;f
1019;594;2024-S1;2024-06-15;4.2;89;f
1020;594;2024-S2;2024-12-10;4.1;69;f
1021;595;2024-S1;2024-06-15;3.6;42;f
1022;595;2024-S2;2024-12-10;3.9;86;f
1023;596;2024-S1;2024-06-15;3.0;69;f
1024;596;2024-S2;2024-12-10;3.6;78;f
1025;597;2024-S1;2024-06-15;3.8;59;f
1026;597;2024-S2;2024-12-10;4.6;48;f
1027;598;2024-S1;2024-06-15;3.4;53;f
1028;598;2024-S2;2024-12-10;3.9;78;f
1029;599;2024-S1;2024-06-15;3.6;55;f
1030;599;2024-S2;2024-12-10;3.2;84;f
1031;600;2024-S1;2024-06-15;3.7;65;f
1032;600;2024-S2;2024-12-10;3.3;70;f
1033;601;2024-S2;2024-12-10;4.0;68;f
1034;602;2024-S1;2024-06-15;3.9;50;f
1035;602;2024-S2;2024-12-10;4.3;71;f
1036;603;2024-S1;2024-06-15;3.2;78;f
1037;603;2024-S2;2024-12-10;3.8;56;f
1038;604;2024-S1;2024-06-15;3.6;64;f
1039;605;2024-S1;2024-06-15;3.0;66;f
1040;605;2024-S2;2024-12-10;3.1;54;f
1041;606;2024-S1;2024-06-15;4.0;76;f
1042;606;2024-S2;2024-12-10;3.6;40;f
1043;607;2024-S1;2024-06-15;3.7;82;f
1044;608;2024-S1;2024-06-15;4.4;86;f
1045;608;2024-S2;2024-12-10;3.0;61;f
1046;609;2024-S1;2024-06-15;3.6;70;f
1047;609;2024-S2;2024-12-10;3.7;87;f
1048;610;2024-S1;2024-06-15;3.8;88;f
1049;610;2024-S2;2024-12-10;3.3;66;f
1050;611;2024-S1;2024-06-15;3.5;71;f
1051;611;2024-S2;2024-12-10;3.0;98;f
1052;612;2024-S1;2024-06-15;3.8;55;f
1053;612;2024-S2;2024-12-10;3.1;73;f
1054;613;2024-S1;2024-06-15;4.0;85;f
1055;613;2024-S2;2024-12-10;3.7;80;f
1056;615;2024-S1;2024-06-15;3.9;70;f
1057;615;2024-S2;2024-12-10;3.5;72;f
1058;616;2024-S1;2024-06-15;3.6;71;f
1059;616;2024-S2;2024-12-10;3.9;94;f
1060;617;2024-S1;2024-06-15;3.1;73;f
1061;617;2024-S2;2024-12-10;3.9;66;f
1062;618;2024-S1;2024-06-15;4.3;65;f
1063;618;2024-S2;2024-12-10;4.1;89;f
1064;619;2024-S1;2024-06-15;3.9;69;f
1065;619;2024-S2;2024-12-10;4.0;66;f
1066;620;2024-S1;2024-06-15;3.3;77;f
1067;620;2024-S2;2024-12-10;4.1;73;f
1068;621;2024-S1;2024-06-15;4.0;100;f
1069;621;2024-S2;2024-12-10;4.4;64;f
1070;623;2024-S1;2024-06-15;3.8;76;f
1071;623;2024-S2;2024-12-10;3.2;80;f
1072;624;2024-S1;2024-06-15;3.3;81;f
1073;624;2024-S2;2024-12-10;4.8;70;f
1074;625;2024-S1;2024-06-15;3.9;76;f
1075;625;2024-S2;2024-12-10;3.2;61;f
1076;626;2024-S1;2024-06-15;3.9;73;f
1077;626;2024-S2;2024-12-10;3.6;85;f
1078;627;2024-S1;2024-06-15;4.0;100;f
1079;627;2024-S2;2024-12-10;3.2;66;f
1080;628;2024-S1;2024-06-15;4.5;95;t
1081;628;2024-S2;2024-12-10;3.9;66;f
1082;629;2024-S1;2024-06-15;4.7;67;f
1083;629;2024-S2;2024-12-10;4.0;58;f
1084;630;2024-S1;2024-06-15;2.5;80;f
1085;630;2024-S2;2024-12-10;4.0;98;f
1086;631;2024-S1;2024-06-15;3.1;48;f
1087;631;2024-S2;2024-12-10;3.4;79;f
1088;632;2024-S1;2024-06-15;2.5;73;f
1089;632;2024-S2;2024-12-10;3.4;66;f
1090;633;2024-S1;2024-06-15;3.2;87;f
1091;633;2024-S2;2024-12-10;2.8;85;f
1092;634;2024-S1;2024-06-15;4.0;65;f
1093;634;2024-S2;2024-12-10;4.5;45;f
1094;635;2024-S1;2024-06-15;4.2;56;f
1095;635;2024-S2;2024-12-10;3.4;76;f
1096;636;2024-S1;2024-06-15;4.3;58;f
1097;636;2024-S2;2024-12-10;4.0;65;f
1098;637;2024-S1;2024-06-15;3.2;48;f
1099;637;2024-S2;2024-12-10;3.5;54;f
1100;638;2024-S1;2024-06-15;3.0;65;f
1101;638;2024-S2;2024-12-10;3.6;64;f
1102;639;2024-S1;2024-06-15;3.7;95;f
1103;639;2024-S2;2024-12-10;3.3;59;f
1104;640;2024-S1;2024-06-15;3.2;32;f
1105;640;2024-S2;2024-12-10;3.4;96;f
1106;641;2024-S1;2024-06-15;3.7;66;f
1107;641;2024-S2;2024-12-10;4.0;65;f
1108;642;2024-S1;2024-06-15;4.4;70;f
